Gene ID,Exemplar Accession,Exemplar gene,Exemplar species,Number of species,Number of genera,Average percentage of target recovered,Average recovered length,Fasta file url,Alignment file url,Tree file url
7194,,,,8638,6949,66.7,301.329,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7194.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7194.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7194.tree
7241,,,,7128,5790,58.3,345.6181,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7241.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7241.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7241.tree
7273,A0A438D997,SLMH_0,Vitis vinifera (Grape),8102,6560,58.8,250.378,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7273.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7273.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7273.tree
7279,A0A1D1XFV2,RPS1_13,Anthurium amnicola,8479,6805,58.3,533.296,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7279.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7279.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7279.tree
7296,A0A1D1YN87,Eapp_1,Anthurium amnicola,7469,6069,72.8,199.22,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7296.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7296.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7296.tree
7313,A0A291ID89,ParM-9,Prunus armeniaca (Apricot) (Armeniaca vulgaris),9312,7466,79.1,678.4951,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7313.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7313.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7313.tree
7324,A0A438ISJ4,CHL_0,Vitis vinifera (Grape),9237,7413,86.8,599.099,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7324.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7324.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7324.tree
7325,A0A1D1ZF73,evl_0,Anthurium amnicola,7431,6083,62.0,301.0549,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7325.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7325.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7325.tree
7331,A0A1D1YXE6,truA_14,Anthurium amnicola,8965,7249,38.3,311.0044,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7331.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7331.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7331.tree
7333,A0A2I0WAU0,RSZ21A,Dendrobium catenatum,9004,7231,88.3,356.805,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7333.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7333.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7333.tree
7336,Q6Z1Y6,SNAT2,Oryza sativa subsp. japonica (Rice),8756,7036,84.5,381.2344,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7336.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7336.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7336.tree
7361,A0A1D1YJK6,SAYSD1,Anthurium amnicola,7976,6493,52.3,270.0202,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7361.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7361.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7361.tree
7363,A0A1D1ZJL5,hisC_23,Anthurium amnicola,9315,7460,79.5,426.4876,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7363.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7363.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7363.tree
7367,A0A1D1Z2K8,cdhA1_1,Anthurium amnicola,8889,7160,74.2,253.2814,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7367.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7367.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7367.tree
7371,A0A1D1YRA2,10_1,Anthurium amnicola,8844,7115,76.3,178.8072,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7371.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7371.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7371.tree
7572,Q8L475,At1g74640,Arabidopsis thaliana (Mouse-ear cress),8865,7123,74.8,554.7793,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7572.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7572.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7572.tree
7577,A0A371G376,znf511,Mucuna pruriens (Velvet bean) (Dolichos pruriens),8943,7205,68.3,308.1889,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7577.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7577.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7577.tree
7583,,,,7376,6188,69.2,258.9539,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7583.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7583.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7583.tree
7602,Q9LZ73,At5g04520,Arabidopsis thaliana (Mouse-ear cress),8707,6969,68.7,538.4986,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7602.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7602.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7602.tree
7628,A0A438GHD2,rpsF_0,Vitis vinifera (Grape),9163,7351,65.5,333.4591,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7628.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7628.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7628.tree
